"","vector","type","label","units","parent_vector","aggregation","details"
"3165","v_CA21_922","Total","Average after-tax income of two-or-more-person households in 2020 ($)","Currency","v_CA21_920","Average of v_CA21_920","CA 2021 Census; 25% Data; Income; Household income; Income statistics for two-or-more-persons private households; Average after-tax income of two-or-more-person households in 2020 ($)"
"3166","v_CA21_989","Total","Income statistics for economic families in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for economic families in private households"
"3167","v_CA21_990","Total","Average total income of economic family in 2020 ($)","Currency","v_CA21_989","Average of v_CA21_989","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for economic families in private households; Average total income of economic family in 2020 ($)"
"3168","v_CA21_991","Total","Average after-tax income of economic family in 2020 ($)","Currency","v_CA21_989","Average of v_CA21_989","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for economic families in private households; Average after-tax income of economic family in 2020 ($)"
"3169","v_CA21_992","Total","Income statistics for couple-only economic families in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for couple-only economic families in private households"
"3170","v_CA21_993","Total","Average total income of couple-only economic families in 2020 ($)","Currency","v_CA21_992","Average of v_CA21_992","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for couple-only economic families in private households; Average total income of couple-only economic families in 2020 ($)"
"3171","v_CA21_994","Total","Average after-tax income of couple-only economic families in 2020 ($)","Currency","v_CA21_992","Average of v_CA21_992","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for couple-only economic families in private households; Average after-tax income of couple-only economic families in 2020 ($)"
"3172","v_CA21_995","Total","Income statistics for couple-with-children economic families in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for couple-with-children economic families in private households"
"3173","v_CA21_996","Total","Average total income of couple-with-children economic families  in 2020 ($)","Currency","v_CA21_995","Average of v_CA21_995","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for couple-with-children economic families in private households; Average total income of couple-with-children economic families  in 2020 ($)"
"3174","v_CA21_997","Total","Average after-tax income of couple-with-children economic families in 2020 ($)","Currency","v_CA21_995","Average of v_CA21_995","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for couple-with-children economic families in private households; Average after-tax income of couple-with-children economic families in 2020 ($)"
"3175","v_CA21_998","Total","Income statistics for one-parent economic families in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for one-parent economic families in private households"
"3176","v_CA21_999","Total","Average total income of one-parent economic families in 2020 ($)","Currency","v_CA21_998","Average of v_CA21_998","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for one-parent economic families in private households; Average total income of one-parent economic families in 2020 ($)"
"3177","v_CA21_1000","Total","Average after-tax income of one-parent economic families in 2020 ($)","Currency","v_CA21_998","Average of v_CA21_998","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for one-parent economic families in private households; Average after-tax income of one-parent economic families in 2020 ($)"
"3178","v_CA21_1001","Total","Income statistics for persons aged 15 years and over not in economic families in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households"
"3179","v_CA21_1002","Male","Income statistics for persons aged 15 years and over not in economic families in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households"
"3180","v_CA21_1003","Female","Income statistics for persons aged 15 years and over not in economic families in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households"
"3181","v_CA21_1004","Total","Average total income in 2020 ($)","Currency","v_CA21_1001","Average of v_CA21_1001","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households; Average total income in 2020 ($)"
"3182","v_CA21_1005","Male","Average total income in 2020 ($)","Currency","v_CA21_1002","Average of v_CA21_1002","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households; Average total income in 2020 ($)"
"3183","v_CA21_1006","Female","Average total income in 2020 ($)","Currency","v_CA21_1003","Average of v_CA21_1003","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households; Average total income in 2020 ($)"
"3184","v_CA21_1007","Total","Average after-tax income in 2020 ($)","Currency","v_CA21_1001","Average of v_CA21_1001","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households; Average after-tax income in 2020 ($)"
"3185","v_CA21_1008","Male","Average after-tax income in 2020 ($)","Currency","v_CA21_1002","Average of v_CA21_1002","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households; Average after-tax income in 2020 ($)"
"3186","v_CA21_1009","Female","Average after-tax income in 2020 ($)","Currency","v_CA21_1003","Average of v_CA21_1003","CA 2021 Census; 25% Data; Income; Economic family income; Income statistics for persons aged 15 years and over not in economic families in private households; Average after-tax income in 2020 ($)"
"3187","v_CA21_7695","Total","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households"
"3188","v_CA21_7696","Male","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households"
"3189","v_CA21_7697","Female","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households"
"3190","v_CA21_7698","Total","Number of employment income recipients in 2020 who worked full-year full-time in 2020","Number","v_CA21_7695","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020"
"3191","v_CA21_7699","Male","Number of employment income recipients in 2020 who worked full-year full-time in 2020","Number","v_CA21_7696","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020"
"3192","v_CA21_7700","Female","Number of employment income recipients in 2020 who worked full-year full-time in 2020","Number","v_CA21_7697","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020"
"3193","v_CA21_7701","Total","Median employment income in 2020 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7698","Median of v_CA21_7698","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020; Median employment income in 2020 for full-year full-time workers in 2020 ($)"
"3194","v_CA21_7702","Male","Median employment income in 2020 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7699","Median of v_CA21_7699","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020; Median employment income in 2020 for full-year full-time workers in 2020 ($)"
"3195","v_CA21_7703","Female","Median employment income in 2020 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7700","Median of v_CA21_7700","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020; Median employment income in 2020 for full-year full-time workers in 2020 ($)"
"3196","v_CA21_7704","Total","Average employment income in 2020 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7698","Average of v_CA21_7698","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020; Average employment income in 2020 for full-year full-time workers in 2020 ($)"
"3197","v_CA21_7705","Male","Average employment income in 2020 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7699","Average of v_CA21_7699","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020; Average employment income in 2020 for full-year full-time workers in 2020 ($)"
"3198","v_CA21_7706","Female","Average employment income in 2020 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7700","Average of v_CA21_7700","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked full-year full-time in 2020; Average employment income in 2020 for full-year full-time workers in 2020 ($)"
"3199","v_CA21_7707","Total","Number of employment income recipients in 2020 who worked part-year or part-time in 2020","Number","v_CA21_7695","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020"
"3200","v_CA21_7708","Male","Number of employment income recipients in 2020 who worked part-year or part-time in 2020","Number","v_CA21_7696","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020"
"3201","v_CA21_7709","Female","Number of employment income recipients in 2020 who worked part-year or part-time in 2020","Number","v_CA21_7697","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020"
"3202","v_CA21_7710","Total","Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7707","Median of v_CA21_7707","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020; Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)"
"3203","v_CA21_7711","Male","Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7708","Median of v_CA21_7708","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020; Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)"
"3204","v_CA21_7712","Female","Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7709","Median of v_CA21_7709","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020; Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)"
"3205","v_CA21_7713","Total","Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7707","Average of v_CA21_7707","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020; Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)"
"3206","v_CA21_7714","Male","Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7708","Average of v_CA21_7708","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020; Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)"
"3207","v_CA21_7715","Female","Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7709","Average of v_CA21_7709","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2020 for the population aged 15 years and over in private households; Number of employment income recipients in 2020 who worked part-year or part-time in 2020; Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)"
"3208","v_CA21_7716","Total","Total - Employment income statistics in 2019 for the population aged 15 years and over in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households"
"3209","v_CA21_7717","Male","Total - Employment income statistics in 2019 for the population aged 15 years and over in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households"
"3210","v_CA21_7718","Female","Total - Employment income statistics in 2019 for the population aged 15 years and over in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households"
"3211","v_CA21_7719","Total","Number of employment income recipients in 2019 who worked full-year full-time in 2020","Number","v_CA21_7716","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020"
"3212","v_CA21_7720","Male","Number of employment income recipients in 2019 who worked full-year full-time in 2020","Number","v_CA21_7717","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020"
"3213","v_CA21_7721","Female","Number of employment income recipients in 2019 who worked full-year full-time in 2020","Number","v_CA21_7718","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020"
"3214","v_CA21_7722","Total","Median employment income in 2019 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7719","Median of v_CA21_7719","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020; Median employment income in 2019 for full-year full-time workers in 2020 ($)"
"3215","v_CA21_7723","Male","Median employment income in 2019 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7720","Median of v_CA21_7720","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020; Median employment income in 2019 for full-year full-time workers in 2020 ($)"
"3216","v_CA21_7724","Female","Median employment income in 2019 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7721","Median of v_CA21_7721","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020; Median employment income in 2019 for full-year full-time workers in 2020 ($)"
"3217","v_CA21_7725","Total","Average employment income in 2019 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7719","Average of v_CA21_7719","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020; Average employment income in 2019 for full-year full-time workers in 2020 ($)"
"3218","v_CA21_7726","Male","Average employment income in 2019 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7720","Average of v_CA21_7720","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020; Average employment income in 2019 for full-year full-time workers in 2020 ($)"
"3219","v_CA21_7727","Female","Average employment income in 2019 for full-year full-time workers in 2020 ($)","Currency","v_CA21_7721","Average of v_CA21_7721","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked full-year full-time in 2020; Average employment income in 2019 for full-year full-time workers in 2020 ($)"
"3220","v_CA21_7728","Total","Number of employment income recipients in 2019 who worked part-year or part-time in 2020","Number","v_CA21_7716","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020"
"3221","v_CA21_7729","Male","Number of employment income recipients in 2019 who worked part-year or part-time in 2020","Number","v_CA21_7717","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020"
"3222","v_CA21_7730","Female","Number of employment income recipients in 2019 who worked part-year or part-time in 2020","Number","v_CA21_7718","Additive","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020"
"3223","v_CA21_7731","Total","Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7728","Median of v_CA21_7728","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020; Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)"
"3224","v_CA21_7732","Male","Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7729","Median of v_CA21_7729","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020; Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)"
"3225","v_CA21_7733","Female","Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7730","Median of v_CA21_7730","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020; Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)"
"3226","v_CA21_7734","Total","Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7728","Average of v_CA21_7728","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020; Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)"
"3227","v_CA21_7735","Male","Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7729","Average of v_CA21_7729","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020; Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)"
"3228","v_CA21_7736","Female","Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)","Currency","v_CA21_7730","Average of v_CA21_7730","CA 2021 Census; 25% Data; Income by work status; Total - Employment income statistics in 2019 for the population aged 15 years and over in private households; Number of employment income recipients in 2019 who worked part-year or part-time in 2020; Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)"
"3229","v_CA21_3229","Total","Knowledge of languages for the population in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households"
"3230","v_CA21_3230","Male","Knowledge of languages for the population in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households"
"3231","v_CA21_3231","Female","Knowledge of languages for the population in private households","Number",NA,"Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households"
"3232","v_CA21_3232","Total","Official languages","Number","v_CA21_3229","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages"
"3233","v_CA21_3233","Male","Official languages","Number","v_CA21_3230","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages"
"3234","v_CA21_3234","Female","Official languages","Number","v_CA21_3231","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages"
"3235","v_CA21_3235","Total","English","Number","v_CA21_3232","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages; English"
"3236","v_CA21_3236","Male","English","Number","v_CA21_3233","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages; English"
"3237","v_CA21_3237","Female","English","Number","v_CA21_3234","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages; English"
"3238","v_CA21_3238","Total","French","Number","v_CA21_3232","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages; French"
"3239","v_CA21_3239","Male","French","Number","v_CA21_3233","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages; French"
"3240","v_CA21_3240","Female","French","Number","v_CA21_3234","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Official languages; French"
"3241","v_CA21_3241","Total","Non-official languages","Number","v_CA21_3229","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages"
"3242","v_CA21_3242","Male","Non-official languages","Number","v_CA21_3230","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages"
"3243","v_CA21_3243","Female","Non-official languages","Number","v_CA21_3231","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages"
"3244","v_CA21_3244","Total","Indigenous languages","Number","v_CA21_3241","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages"
"3245","v_CA21_3245","Male","Indigenous languages","Number","v_CA21_3242","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages"
"3246","v_CA21_3246","Female","Indigenous languages","Number","v_CA21_3243","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages"
"3247","v_CA21_3247","Total","Algonquian languages","Number","v_CA21_3244","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages"
"3248","v_CA21_3248","Male","Algonquian languages","Number","v_CA21_3245","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages"
"3249","v_CA21_3249","Female","Algonquian languages","Number","v_CA21_3246","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages"
"3250","v_CA21_3250","Total","Blackfoot","Number","v_CA21_3247","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Blackfoot"
"3251","v_CA21_3251","Male","Blackfoot","Number","v_CA21_3248","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Blackfoot"
"3252","v_CA21_3252","Female","Blackfoot","Number","v_CA21_3249","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Blackfoot"
"3253","v_CA21_3253","Total","Cree-Innu languages","Number","v_CA21_3247","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages"
"3254","v_CA21_3254","Male","Cree-Innu languages","Number","v_CA21_3248","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages"
"3255","v_CA21_3255","Female","Cree-Innu languages","Number","v_CA21_3249","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages"
"3256","v_CA21_3256","Total","Atikamekw","Number","v_CA21_3253","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Atikamekw"
"3257","v_CA21_3257","Male","Atikamekw","Number","v_CA21_3254","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Atikamekw"
"3258","v_CA21_3258","Female","Atikamekw","Number","v_CA21_3255","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Atikamekw"
"3259","v_CA21_3259","Total","Cree languages","Number","v_CA21_3253","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages"
"3260","v_CA21_3260","Male","Cree languages","Number","v_CA21_3254","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages"
"3261","v_CA21_3261","Female","Cree languages","Number","v_CA21_3255","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages"
"3262","v_CA21_3262","Total","Ililimowin (Moose Cree)","Number","v_CA21_3259","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Ililimowin (Moose Cree)"
"3263","v_CA21_3263","Male","Ililimowin (Moose Cree)","Number","v_CA21_3260","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Ililimowin (Moose Cree)"
"3264","v_CA21_3264","Female","Ililimowin (Moose Cree)","Number","v_CA21_3261","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Ililimowin (Moose Cree)"
"3265","v_CA21_3265","Total","Inu Ayimun (Southern East Cree)","Number","v_CA21_3259","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Inu Ayimun (Southern East Cree)"
"3266","v_CA21_3266","Male","Inu Ayimun (Southern East Cree)","Number","v_CA21_3260","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Inu Ayimun (Southern East Cree)"
"3267","v_CA21_3267","Female","Inu Ayimun (Southern East Cree)","Number","v_CA21_3261","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Inu Ayimun (Southern East Cree)"
"3268","v_CA21_3268","Total","Iyiyiw-Ayimiwin (Northern East Cree)","Number","v_CA21_3259","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Iyiyiw-Ayimiwin (Northern East Cree)"
"3269","v_CA21_3269","Male","Iyiyiw-Ayimiwin (Northern East Cree)","Number","v_CA21_3260","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Iyiyiw-Ayimiwin (Northern East Cree)"
"3270","v_CA21_3270","Female","Iyiyiw-Ayimiwin (Northern East Cree)","Number","v_CA21_3261","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Iyiyiw-Ayimiwin (Northern East Cree)"
"3271","v_CA21_3271","Total","Nehinawewin (Swampy Cree)","Number","v_CA21_3259","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehinawewin (Swampy Cree)"
"3272","v_CA21_3272","Male","Nehinawewin (Swampy Cree)","Number","v_CA21_3260","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehinawewin (Swampy Cree)"
"3273","v_CA21_3273","Female","Nehinawewin (Swampy Cree)","Number","v_CA21_3261","Additive","CA 2021 Census; 25% Data; Language; Knowledge of languages for the population in private households; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehinawewin (Swampy Cree)"
